Date,Time,RecordID,Status,Latitude,Longitude,Wind,Pressure,WindNE34,WindSE34,WindSW34,WindNW34,WindNE50,WindSE50,WindSW50,WindNW50,WindNE64,WindSE64,WindSW64,WindNW64,MaxWindRadius
2010-08-13,1200,"",LO,30.8,-88.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2010-08-17,0600,"",LO,30,-88.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2010-08-17,1200,"",LO,30.7,-89.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2010-09-05,0600,"",LO,19,-95.6,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2010-09-05,1200,"",LO,19.5,-95.6,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2010-09-07,1200,"",TS,27.7,-98.1,45,991,90,90,0,0,0,0,0,0,0,0,0,0,
2010-09-09,1800,"",LO,37,-95.5,20,1005,0,0,0,0,0,0,0,0,0,0,0,0,
2010-09-10,0000,"",LO,37.5,-95,20,1005,0,0,0,0,0,0,0,0,0,0,0,0,
2010-09-16,0000,"",TS,19.2,-90.1,40,997,0,0,50,50,0,0,0,0,0,0,0,0,
2010-09-17,1200,"",HU,19.6,-95.6,110,956,80,70,70,80,40,30,30,40,20,15,15,20,
2010-09-17,1500,T,HU,19.4,-96,110,970,80,70,70,80,40,30,30,40,20,15,15,20,
2010-09-17,1645,L,HU,19.3,-96.2,100,976,80,70,70,80,40,30,30,40,20,15,15,20,
2010-09-17,1800,"",HU,19.2,-96.4,90,979,80,70,50,80,40,30,25,40,20,15,10,20,
2010-09-29,1200,"",TS,21.9,-81,40,995,0,300,300,0,0,0,0,0,0,0,0,0,
2010-09-29,1500,S,LO,22.2,-80.5,40,995,0,300,300,0,0,0,0,0,0,0,0,0,
2010-10-15,0000,"",TS,22.9,-82,40,1004,60,20,20,30,0,0,0,0,0,0,0,0,
2010-10-15,0600,"",TD,22.9,-80.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2010-10-25,0000,"",HU,17.2,-88.2,85,977,90,60,50,60,30,20,20,30,15,10,10,15,
2010-10-25,0030,L,HU,17.2,-88.3,85,977,90,60,50,60,30,20,20,30,15,10,10,15,
2010-10-26,0000,"",LO,18.4,-91.5,25,1002,0,0,0,0,0,0,0,0,0,0,0,0,
2010-10-26,0600,"",LO,19.1,-92.3,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
2011-06-30,0600,"",TS,21.6,-97,55,994,80,120,70,80,50,50,0,0,0,0,0,0,
2011-06-30,1200,"",TS,21.6,-97.3,55,993,80,120,40,80,50,50,0,0,0,0,0,0,
2011-06-30,1300,L,TS,21.6,-97.4,55,993,80,120,40,80,50,50,0,0,0,0,0,0,
2011-06-30,1800,"",TS,21.5,-98.1,45,998,90,90,40,40,0,0,0,0,0,0,0,0,
2011-07-30,0230,L,TD,27.3,-97.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2011-07-30,0600,"",LO,27.8,-98.1,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2011-08-06,0600,"",WV,24.6,-77.9,25,1012,0,0,0,0,0,0,0,0,0,0,0,0,
2011-08-06,1200,"",LO,25.6,-78.1,25,1011,0,0,0,0,0,0,0,0,0,0,0,0,
2011-08-20,1730,L,TS,17,-88.3,55,995,,,,,,,,,,,,,
2011-08-20,1800,"",TS,17,-88.3,55,995,40,20,20,40,10,0,0,10,0,0,0,0,
2011-08-21,1200,"",TD,18,-92,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
2011-08-22,0000,"",TS,18.7,-94.8,35,1005,0,0,0,70,0,0,0,0,0,0,0,0,
2011-08-22,0600,"",TD,18.6,-96.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2011-08-25,1200,"",HU,25.4,-76.6,90,950,250,200,100,160,100,100,50,70,60,60,25,50,
2011-09-05,1200,"",EX,30.6,-90.1,40,995,0,250,250,0,0,0,0,0,0,0,0,0,
2011-09-11,1600,L,TS,20.5,-97,40,1006,45,45,30,45,0,0,0,0,0,0,0,0,
2011-09-11,1800,"",TS,20.5,-97.2,35,1009,45,45,0,0,0,0,0,0,0,0,0,0,
2011-09-12,0000,"",LO,20.5,-97.8,25,1012,0,0,0,0,0,0,0,0,0,0,0,0,
2011-10-28,0200,L,TS,20.5,-87.2,50,996,60,60,25,40,20,20,0,0,0,0,0,0,
2011-10-28,0600,"",TS,20.9,-87.1,50,998,60,60,20,30,20,20,0,0,0,0,0,0,
2011-10-28,1200,"",TS,21.4,-86.9,40,1002,35,35,0,0,0,0,0,0,0,0,0,0,
2011-10-28,1800,"",LO,21.7,-86.4,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-08,1200,"",TS,18.8,-89.6,60,983,140,140,40,70,60,30,0,30,0,0,0,0,
2012-08-08,1800,"",TS,18.8,-90.8,50,993,120,100,50,70,30,0,0,0,0,0,0,0,
2012-08-09,0000,"",TS,18.8,-91.7,55,993,120,60,50,70,30,0,0,0,0,0,0,0,
2012-08-09,1200,"",TS,18.4,-93.8,55,989,120,60,30,80,30,0,0,30,0,0,0,0,
2012-08-09,1615,L,TS,18.3,-94.6,55,989,120,60,30,80,30,0,0,30,0,0,0,0,
2012-08-09,1800,"",TS,18.2,-94.9,50,993,120,30,0,60,30,0,0,30,0,0,0,0,
2012-08-16,0600,"",LO,18.5,-91,25,1011,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-16,1200,"",LO,19.2,-91.5,25,1011,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-17,1200,"",TD,19.9,-95.7,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-18,0600,"",TD,21.4,-96.8,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-18,1200,L,TD,21.9,-97.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-18,1800,"",TD,22.5,-98.7,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2012-08-26,1800,"",TS,23.7,-81.4,50,992,180,90,50,180,50,0,0,20,0,0,0,0,
2012-08-27,0000,"",TS,24.2,-82.6,50,990,180,120,50,180,50,0,0,30,0,0,0,0,
2012-08-29,0600,"",HU,29.1,-90,70,966,180,150,150,130,90,80,60,40,50,50,0,0,
2012-08-29,0800,L,HU,29.2,-90.2,70,966,180,150,150,130,90,80,60,40,50,50,0,0,40
2012-08-29,1200,"",HU,29.4,-90.5,65,968,180,150,150,110,80,70,40,30,50,50,0,0,
2012-08-29,1800,"",TS,29.7,-90.8,60,973,180,150,150,90,60,60,20,20,0,0,0,0,
2012-08-31,1800,"",TD,36.8,-94.1,20,1003,0,0,0,0,0,0,0,0,0,0,0,0,
2012-09-01,0000,"",TD,37.8,-93.9,20,1004,0,0,0,0,0,0,0,0,0,0,0,0,
2013-06-18,1800,"",TD,18.2,-91.3,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2013-06-19,0000,"",TD,18.8,-92.2,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2013-06-20,0000,"",TS,19.6,-95.4,40,1003,70,40,30,30,0,0,0,0,0,0,0,0,
2013-06-20,0600,"",TS,19.6,-95.9,40,1003,70,50,30,30,0,0,0,0,0,0,0,0,
2013-06-20,1115,L,TS,19.6,-96.4,40,1003,70,50,30,30,0,0,0,0,0,0,0,0,
2013-06-20,1200,"",TS,19.6,-96.5,40,1004,70,30,0,0,0,0,0,0,0,0,0,0,
2013-08-02,0600,"",DB,25.7,-79.3,25,1013,0,0,0,0,0,0,0,0,0,0,0,0,
2013-08-25,1200,"",TD,18.7,-94.2,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2013-08-26,0000,"",TS,19.2,-95.9,50,1001,30,30,30,30,10,0,0,0,0,0,0,0,
2013-08-26,0445,L,TS,19.5,-96.3,50,1001,30,30,30,30,10,0,0,0,0,0,0,0,
2013-08-26,0600,"",TS,19.7,-96.6,45,1002,30,30,10,30,0,0,0,0,0,0,0,0,
2013-08-26,1200,"",TD,20.1,-97.3,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
2013-08-26,1800,"",LO,20.5,-98.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2013-09-06,1200,"",TD,22.4,-97.4,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2013-09-06,1800,L,TD,22.3,-97.9,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2013-09-07,0000,"",TD,21.9,-98.5,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2013-09-12,0600,"",LO,19.3,-92.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2013-09-13,1800,"",TS,19.1,-95.3,40,996,50,30,40,40,0,0,0,0,0,0,0,0,
2013-09-14,0000,"",TS,19.3,-95.3,50,993,70,40,50,40,40,0,0,0,0,0,0,0,
2013-10-03,0600,"",TS,21.5,-86.8,45,1006,70,70,0,0,0,0,0,0,0,0,0,0,
2014-09-01,1200,"",LO,19.2,-92.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2014-09-03,0000,"",TS,22,-97.3,40,1001,120,100,0,0,0,0,0,0,0,0,0,0,
2014-09-03,0100,P,TS,22,-97.4,40,1000,120,100,0,0,0,0,0,0,0,0,0,0,
2014-09-03,0400,L,TS,22,-97.7,40,1002,120,100,0,0,0,0,0,0,0,0,0,0,
2014-09-03,0600,"",TS,21.9,-98,35,1004,120,0,0,0,0,0,0,0,0,0,0,0,
2014-10-21,0000,"",LO,19.5,-95.3,25,1002,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-22,1800,"",TD,19.3,-91.9,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-23,0000,"",LO,19.2,-91.3,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-23,0600,"",LO,18.9,-90.8,20,1005,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-23,1200,"",LO,18.6,-90.5,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-23,1800,"",LO,18.2,-90,20,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-24,0600,"",LO,18.1,-88.5,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-29,0000,"",LO,16.8,-87.6,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
2014-10-29,0600,"",LO,16.9,-88.6,20,1011,0,0,0,0,0,0,0,0,0,0,0,0,
2015-06-16,1645,L,TS,28.2,-96.7,50,997,130,130,0,30,20,20,0,0,0,0,0,0,
2015-06-16,1800,"",TS,28.2,-96.7,50,997,130,130,0,30,20,20,0,0,0,0,0,0,
2016-06-18,1800,"",LO,19.4,-91.6,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
2016-06-20,1800,"",TS,21.3,-96.8,35,1008,50,50,30,70,0,0,0,0,0,0,0,0,
2016-06-20,2200,L,TS,21.2,-97.4,35,1009,50,50,0,0,0,0,0,0,0,0,0,0,
2016-06-21,0000,"",TD,21.1,-97.8,30,1010,0,0,0,0,0,0,0,0,0,0,0,0,
2016-08-04,0400,L,HU,17.4,-87.8,75,979,120,80,30,80,50,30,0,30,15,0,0,15,
2016-08-04,0600,L,HU,17.4,-88.3,75,979,120,80,30,80,50,30,0,30,20,0,0,20,
2016-08-05,0000,"",TS,18,-91.2,35,1000,60,30,0,60,0,0,0,0,0,0,0,0,
2016-08-05,0600,"",TS,18.3,-92.3,35,1001,60,30,0,60,0,0,0,0,0,0,0,0,
2016-08-05,1800,"",TS,18.7,-94.7,50,999,100,70,70,110,30,0,0,0,0,0,0,0,
2016-08-06,0000,"",TS,18.9,-95.6,50,999,110,70,30,110,30,30,0,0,0,0,0,0,
2016-08-06,0230,L,TS,19,-96,50,999,110,70,20,110,30,30,0,0,0,0,0,0,
2016-08-06,0600,"",TS,19,-96.5,45,1004,110,0,0,60,0,0,0,0,0,0,0,0,
2016-08-28,1800,"",TD,23.8,-81.4,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
2016-08-29,0000,"",TD,23.4,-82.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2016-10-06,1200,"",HU,24.7,-77.5,120,937,160,140,70,100,70,60,40,60,40,40,30,40,
2017-07-31,1200,"",TS,27.5,-83.1,45,1003,20,50,40,0,0,0,0,0,0,0,0,0,
2017-07-31,1445,L,TS,27.5,-82.7,50,1001,20,50,40,0,0,20,20,0,0,0,0,0,
2017-07-31,1800,"",TS,27.5,-82.2,35,1005,0,50,40,0,0,0,0,0,0,0,0,0,
2017-08-26,0000,"",HU,27.8,-96.8,115,941,120,90,80,70,60,40,40,40,35,25,20,25,
2017-08-26,0300,L,HU,28,-96.9,115,937,120,90,80,70,60,40,40,40,35,25,20,25,10
2017-08-26,0600,L,HU,28.2,-97.1,105,948,120,100,70,70,50,50,30,40,30,25,20,25,10
2017-09-10,0000,"",HU,23.4,-80.9,100,932,210,170,120,180,100,100,70,90,60,60,30,60,
2017-09-10,0600,"",HU,23.7,-81.3,115,930,240,170,140,190,110,110,70,100,70,60,30,50,
2017-09-10,1200,"",HU,24.5,-81.5,115,931,270,180,140,210,120,120,70,100,70,60,30,50,
2017-09-10,1300,L,HU,24.7,-81.5,115,931,270,180,140,210,120,120,80,110,70,60,30,50,10
2017-09-11,0600,"",HU,28.2,-82.2,65,961,360,210,150,240,140,140,90,120,30,30,20,50,
2017-09-05,1200,"",TD,22.2,-97.2,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
2017-09-05,1800,"",TD,22.4,-97,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
2017-09-09,0000,"",HU,20.8,-96.9,70,988,50,50,50,40,20,20,20,20,10,15,10,10,
2017-09-09,0300,L,HU,20.6,-97.1,65,990,50,50,50,40,20,20,20,20,10,15,10,10,
2017-09-09,0600,"",TS,20.3,-97.4,35,1001,50,50,0,0,0,0,0,0,0,0,0,0,
2017-10-08,0520,L,HU,30.4,-89,65,984,90,100,40,70,40,50,0,0,25,30,0,0,20
2017-10-08,0600,"",TS,30.5,-88.9,60,984,60,100,0,0,20,30,0,0,0,0,0,0,
2017-10-29,0000,"",TD,22.7,-81.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-03,1115,L,TS,25,-80.5,45,1006,40,40,0,0,0,0,0,0,0,0,0,0,
2018-09-03,1200,"",TS,25.1,-80.7,45,1006,40,40,0,0,0,0,0,0,0,0,0,0,
2018-09-03,1315,L,TS,25.2,-80.9,45,1006,40,40,0,0,0,0,0,0,0,0,0,0,
2018-09-05,0315,L,TS,30.4,-88.5,60,996,70,50,20,50,20,0,0,0,0,0,0,0,
2018-09-05,0600,"",TS,30.9,-88.9,45,1002,50,50,20,50,0,0,0,0,0,0,0,0,
2019-07-22,1200,"",TD,24.6,-77.4,25,1013,0,0,0,0,0,0,0,0,0,0,0,0,
2019-07-23,0000,"",TD,25.7,-79.3,25,1013,0,0,0,0,0,0,0,0,0,0,0,0,
2019-09-17,1745,L,TS,28.9,-95.4,40,1003,0,40,0,0,0,0,0,0,0,0,0,0,
2019-09-17,1800,"",TS,29,-95.4,40,1003,0,40,0,0,0,0,0,0,0,0,0,0,
2019-09-18,0000,"",TD,29.5,-95.5,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2019-09-18,0600,"",TD,29.9,-95.6,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2019-09-18,1200,"",TD,30.4,-95.5,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2019-09-18,1800,"",TD,30.6,-95,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-01,1800,"",TD,19.4,-90.9,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
2020-06-03,0000,"",TS,19,-92.5,45,996,60,50,50,60,0,0,0,0,0,0,0,0,
2020-06-03,0600,"",TS,18.9,-92.3,50,994,50,40,40,50,20,0,20,20,0,0,0,0,
2020-06-03,1200,"",TS,18.8,-92.2,50,993,50,40,40,50,20,0,20,20,0,0,0,0,
2020-06-03,1300,L,TS,18.7,-92.1,50,993,50,40,40,50,20,0,20,20,0,0,0,0,
2020-06-03,1800,"",TS,18.5,-91.9,45,994,50,40,40,50,0,0,0,0,0,0,0,0,
2020-06-04,0000,"",TS,18.2,-91.7,40,995,50,30,30,50,0,0,0,0,0,0,0,0,
2020-06-04,0600,"",TS,17.9,-91.5,35,997,50,20,20,50,0,0,0,0,0,0,0,0,
2020-06-05,0600,"",TS,18.6,-90.1,35,998,210,0,0,0,0,0,0,0,0,0,0,0,
2020-06-05,1200,"",TS,19.6,-89.9,40,997,210,180,0,0,0,0,0,0,0,0,0,0,
2020-06-05,1800,"",TS,20.8,-89.9,45,997,210,180,0,120,0,0,0,0,0,0,0,0,
2020-06-06,0000,"",TS,22,-90,50,996,210,180,0,120,150,0,0,0,0,0,0,0,
2020-06-07,2200,L,TS,29.3,-89.8,45,990,180,180,90,140,0,0,0,0,0,0,0,0,
2020-06-08,0000,"",TS,29.8,-89.9,45,990,160,180,80,60,0,0,0,0,0,0,0,0,
2020-06-08,0600,"",TS,30.6,-90.6,35,991,0,180,0,0,0,0,0,0,0,0,0,0,
2020-08-01,1200,"",HU,24.3,-77.5,70,987,100,70,30,100,70,30,0,30,20,15,0,20,
2020-08-01,1300,L,HU,24.4,-77.7,70,989,100,70,30,100,60,30,0,30,20,15,0,20,
2020-08-01,1800,"",TS,24.8,-78.3,60,993,100,70,0,90,50,30,0,30,0,0,0,0,
2020-09-03,0300,I,HU,16.9,-87.5,65,994,60,40,20,60,20,20,0,20,10,0,0,10,
2020-09-03,0600,L,HU,16.8,-88.3,65,994,60,40,20,60,20,20,0,20,10,0,0,10,
2020-09-12,0000,"",TD,25.6,-79.4,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
2020-09-12,0600,L,TD,25.6,-80.2,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
2020-09-12,1200,"",TS,25.5,-80.8,35,1003,60,60,0,0,0,0,0,0,0,0,0,0,
2020-09-16,0600,"",HU,29.9,-87.9,95,967,100,110,80,80,70,40,30,50,35,20,20,25,
2020-09-16,0945,L,HU,30.3,-87.7,95,965,90,110,80,70,70,40,30,50,35,20,20,25,15
2020-09-16,1200,"",HU,30.5,-87.6,85,967,80,130,80,60,60,40,30,40,30,25,20,20,
2020-09-16,1800,"",TS,31.1,-87.2,60,982,70,150,80,50,40,30,30,20,0,0,0,0,
2020-09-23,0000,"",EX,29,-95.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2020-09-23,0600,"",EX,29.4,-95.4,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2020-09-23,1200,"",EX,30,-94.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
2020-10-07,1030,L,HU,20.8,-86.9,90,971,100,100,100,80,40,40,30,30,25,25,10,10,
2020-10-07,1200,"",HU,21.1,-87.4,85,973,110,90,80,90,40,40,30,30,25,25,10,20,
2020-10-27,0355,L,HU,20.4,-87.4,75,977,120,110,60,70,70,70,20,40,40,40,0,0,
2020-10-27,1200,"",TS,21.3,-89,60,985,120,120,60,70,70,70,20,40,0,0,0,0,
2020-10-28,2100,L,HU,29.2,-90.6,100,970,130,130,40,60,70,70,20,20,35,35,0,0,20
2020-10-29,0000,"",HU,30.2,-89.9,85,973,90,130,40,30,70,70,20,20,40,40,0,0,
2020-11-07,1800,"",TS,19.8,-81.5,55,994,50,80,20,40,20,20,0,20,0,0,0,0,
2020-11-09,0600,"",TS,25,-81.4,55,992,160,60,30,140,40,40,0,30,0,0,0,0,
2021-06-19,0600,"",TS,29.5,-90.8,40,1003,180,180,0,0,0,0,0,0,0,0,0,0,120
2021-06-19,1200,"",TS,30.6,-89.9,35,1004,0,180,0,0,0,0,0,0,0,0,0,0,120
2021-07-05,1200,"",TS,21.3,-80.7,55,1005,60,60,0,50,30,20,0,0,0,0,0,0,20
2021-07-06,0000,"",TS,22.9,-82,50,1005,60,50,0,50,30,0,0,0,0,0,0,0,20
2021-07-06,0600,"",TS,23.7,-82.4,50,1005,60,50,0,50,30,0,0,0,0,0,0,0,20
2021-07-06,1200,"",TS,24.6,-82.7,55,1003,60,60,0,50,30,0,0,0,0,0,0,0,20
2021-08-14,0000,"",DB,22.5,-80.2,30,1012,0,0,0,0,0,0,0,0,0,0,0,0,60
2021-08-14,0600,"",DB,22.7,-81.3,30,1012,0,0,0,0,0,0,0,0,0,0,0,0,60
2021-08-14,1200,"",DB,22.9,-82.5,30,1012,0,0,0,0,0,0,0,0,0,0,0,0,60
2021-08-18,1200,"",HU,19.2,-81.5,65,993,120,90,20,80,60,30,0,0,20,0,0,0,20
2021-08-19,1800,"",TS,20.5,-89.5,45,998,140,50,0,130,0,0,0,0,0,0,0,0,25
2021-08-21,0530,L,HU,20.6,-97.1,105,967,110,110,70,100,60,50,40,50,40,30,20,30,15
2021-08-21,0600,"",HU,20.6,-97.2,100,969,100,110,60,100,50,50,30,50,35,25,15,25,15
2021-08-27,0600,"",TS,19.4,-80.9,45,1002,70,0,0,0,0,0,0,0,0,0,0,0,40
2021-08-29,1655,L,HU,29.1,-90.2,130,931,130,110,80,110,70,60,40,60,45,35,20,30,10
2021-08-29,1800,"",HU,29.2,-90.4,125,932,130,120,80,80,70,60,40,40,45,35,20,25,10
2021-08-30,0000,"",HU,29.9,-90.6,105,944,80,120,80,70,50,60,40,40,30,30,20,20,10
2021-09-14,1200,"",TS,29.3,-95.4,50,999,120,160,0,30,80,80,0,0,0,0,0,0,50
2021-09-14,1800,"",TS,29.6,-94.9,35,1003,120,160,0,0,0,0,0,0,0,0,0,0,80
2021-09-15,0000,"",TD,29.9,-94.4,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,80
2022-06-02,1800,"",DB,21.3,-87.5,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,80
2022-06-03,0000,"",DB,21.6,-87.3,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,80
2022-06-03,0600,"",DB,21.9,-87.1,35,1003,60,60,0,0,0,0,0,0,0,0,0,0,80
2022-10-15,1800,"",LO,18.4,-94,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,40
2022-11-02,1800,"",HU,17.3,-87.7,75,988,50,50,30,50,25,20,0,25,15,0,0,15,15
2022-11-02,2130,L,HU,17.4,-88.3,80,985,50,50,30,40,25,20,20,25,15,15,0,15,15
2022-11-03,0000,"",HU,17.5,-88.6,65,990,50,50,30,40,25,20,0,20,15,15,0,0,15
2022-11-03,1800,"",TD,18,-91.7,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,15
2022-11-04,0600,"",TD,18.3,-93.6,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,30
2022-11-04,1200,"",TD,18.7,-94.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,30
2022-11-04,1800,"",TD,19.2,-95.2,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,40
2022-11-05,0000,"",TD,19.4,-95.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,40
2022-11-05,0600,"",TD,19.7,-95.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,40
2022-11-10,1200,"",TS,28,-81.6,55,984,330,90,150,200,120,0,0,0,0,0,0,0,110
2023-06-04,0600,"",LO,23.3,-83,25,1002,0,0,0,0,0,0,0,0,0,0,0,0,30
2023-08-22,1500,L,TS,27.1,-97.4,50,995,100,30,0,60,30,0,0,0,0,0,0,0,30
2023-08-26,1200,"",TD,20.8,-86.1,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,90
2023-08-26,1800,"",TD,21.3,-86.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,70
2023-08-27,0000,"",TD,21.1,-86.4,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,40
2023-08-27,0600,L,TD,20.5,-86.8,30,1002,0,0,0,0,0,0,0,0,0,0,0,0,20
